client_id,client_name,client_type,sector,sector_risk,country,pep_flag,sanctions_flag,fatf_country_flag,ofac_country_flag,sectoral_sanctions_flag,ownership_opacity_score
628,Jackson-Cunningham,NGO,Tech,Low,US,0,0,0,0,0,0.0
629,Harris-Gray,Financial Institution,Real Estate,Medium,AE,0,0,0,0,0,0.0
630,Thomas Ltd,Individual,Tech,Low,CH,0,0,0,0,0,0.0
631,"Schmitt, Jones and Mathews",Individual,Real Estate,Medium,AF,0,0,0,0,0,0.0
632,Bailey-Myers,NGO,Real Estate,Medium,VE,0,0,0,1,0,0.0
633,"Humphrey, Cohen and Carter",Financial Institution,Defense/Arms,High,NL,0,0,0,0,1,0.0
634,"Reed, Butler and Burns",Financial Institution,Crypto Exchange,High,LB,1,0,0,0,0,0.0
635,Fritz-Myers,NGO,Tech,Low,SD,0,0,0,1,0,0.0
636,Peterson-Moore,Financial Institution,Defense/Arms,High,RU,0,0,0,1,1,0.0
637,Ingram Ltd,Corporate,Consulting,Low,US,0,0,0,0,0,0.5
638,"Pace, Wagner and Bowman",Corporate,Energy/Oil,High,LB,0,0,0,0,1,0.0
639,"Craig, Livingston and Pena",NGO,Financial Services,Medium,LB,0,0,0,0,1,0.0
640,Bradford Inc,NGO,Import/Export,Medium,NL,0,0,0,0,0,0.0
641,Yang Inc,Financial Institution,Retail,Low,AU,0,0,0,0,0,0.0
642,Klein and Sons,Corporate,Real Estate,Medium,RU,0,0,0,1,0,0.5
643,"Burgess, Wallace and Griffin",NGO,Crypto Exchange,High,FR,0,0,0,0,0,0.0
644,Kramer LLC,NGO,Defense/Arms,High,CA,0,0,0,0,1,0.0
645,"Jones, Vega and Williams",NGO,Defense/Arms,High,CH,0,0,0,0,1,0.0
646,Avila-Brock,Corporate,Retail,Low,KP,0,0,1,1,0,0.0
647,Fitzgerald-Garner,Corporate,Casino/Gambling,High,RU,0,0,0,1,0,0.0
648,Martin-Barrett,Financial Institution,NGO/Charity,High,AE,0,0,0,0,0,0.0
649,Hicks and Sons,Individual,Crypto Exchange,High,DE,0,0,0,0,0,0.0
650,"Scott, Peterson and Maxwell",Financial Institution,NGO/Charity,High,SD,0,0,0,1,0,0.0
651,Warner-Gonzalez,Corporate,Consulting,Low,SY,0,0,0,1,0,0.0
652,Lawrence-Garcia,Individual,NGO/Charity,High,IR,0,0,1,1,0,0.0
653,Jarvis LLC,NGO,NGO/Charity,High,NL,0,0,0,0,0,0.0
654,"Mckay, Wheeler and Ellis",Corporate,Import/Export,Medium,CA,1,0,0,0,0,0.0
655,Mccoy Group,Corporate,Crypto Exchange,High,AU,0,0,0,0,0,0.5
656,"Mcbride, Solomon and Lane",Corporate,Energy/Oil,High,AU,0,0,0,0,1,0.5
657,Osborn-Webb,Corporate,NGO/Charity,High,CN,0,0,0,0,0,0.0
658,Mendoza-Parrish,NGO,Import/Export,Medium,IR,0,0,1,1,0,0.0
659,"Logan, Gregory and Decker",Financial Institution,Real Estate,Medium,SG,0,0,0,0,0,0.0
660,White Inc,Financial Institution,Tech,Low,CN,0,0,0,0,0,0.0
661,"Norton, Austin and Gardner",Corporate,Retail,Low,CH,0,1,0,0,0,0.0
662,"Smith, Rivera and Nguyen",Financial Institution,Financial Services,Medium,AU,0,0,0,0,1,0.0
663,Graham-Shea,Corporate,Casino/Gambling,High,SD,0,0,0,1,0,0.0
664,Daniels and Sons,Corporate,Consulting,Low,CH,0,0,0,0,0,0.5
665,"Lopez, Bell and Spears",Financial Institution,Energy/Oil,High,LB,1,1,0,0,1,0.0
666,Williams Inc,NGO,Defense/Arms,High,SY,0,0,0,1,1,0.0
667,Miller-Barber,Individual,Defense/Arms,High,US,0,0,0,0,1,0.0
668,"Landry, Gomez and Moreno",Financial Institution,Import/Export,Medium,IR,0,0,1,1,0,0.0
669,Mendez-Baker,NGO,Defense/Arms,High,SG,0,0,0,0,1,0.0
670,Calhoun-Mitchell,Individual,Energy/Oil,High,CN,0,0,0,0,1,0.0
671,"Rodriguez, Coleman and Mckee",Financial Institution,Real Estate,Medium,VE,0,0,0,1,0,0.0
672,Martinez and Sons,Financial Institution,Tech,Low,FR,0,0,0,0,0,0.0
673,Bell-Turner,NGO,Casino/Gambling,High,US,0,0,0,0,0,0.5
674,Sparks-Gray,Corporate,Casino/Gambling,High,CH,0,0,0,0,0,0.0
675,Lester-Peterson,Financial Institution,Crypto Exchange,High,AE,0,0,0,0,0,0.0
676,"White, Santos and Arroyo",Individual,NGO/Charity,High,IR,0,0,1,1,0,0.0
677,Hayes and Sons,Individual,Energy/Oil,High,AF,0,0,0,0,1,0.0
678,Robinson Inc,Corporate,Consulting,Low,CH,0,0,0,0,0,0.0
679,Cunningham-Johnson,NGO,Crypto Exchange,High,VE,0,0,0,1,0,0.0
680,"Garrett, Esparza and Reed",Individual,Retail,Low,NL,0,0,0,0,0,0.0
681,Baker-Parsons,Individual,Energy/Oil,High,NL,0,0,0,0,1,0.0
682,"Frazier, Johnson and Moreno",Corporate,Real Estate,Medium,AF,0,0,0,0,0,0.0
683,Phillips Group,NGO,Retail,Low,VE,0,0,0,1,0,1.0
684,"Gray, Castaneda and Park",Corporate,NGO/Charity,High,RU,0,0,0,1,0,0.0
685,Reynolds-Moss,Financial Institution,Tech,Low,SD,0,0,0,1,0,0.0
686,"Glover, Walker and Arellano",NGO,Real Estate,Medium,NL,0,0,0,0,0,0.0
687,Boyd PLC,Individual,Tech,Low,NL,0,0,0,0,0,0.0
688,"Price, Kennedy and Cox",Individual,Financial Services,Medium,DE,0,0,0,0,1,0.0
689,Cain-Miller,Financial Institution,Energy/Oil,High,VE,0,0,0,1,1,0.0
690,Griffin and Sons,NGO,Consulting,Low,UK,0,0,0,0,0,0.0
691,"Hernandez, Sheppard and Savage",NGO,Consulting,Low,IR,0,0,1,1,0,0.0
692,Mendoza and Sons,Individual,Defense/Arms,High,CN,0,0,0,0,1,0.0
693,Dean LLC,Financial Institution,Energy/Oil,High,IR,0,0,1,1,1,0.0
694,"Davenport, Williams and Smith",NGO,Financial Services,Medium,NL,0,0,0,0,1,0.0
695,Richardson and Sons,Corporate,Tech,Low,LB,0,0,0,0,0,0.0
696,Jones PLC,Corporate,Real Estate,Medium,SD,0,0,0,1,0,0.0
697,"Gonzalez, Hampton and Aguilar",Individual,Defense/Arms,High,SG,0,0,0,0,1,0.0
698,"Hess, Jenkins and Anderson",Financial Institution,Defense/Arms,High,SD,0,0,0,1,1,0.0
699,Dawson-Young,Corporate,NGO/Charity,High,LB,0,0,0,0,0,0.0
700,Nelson Group,Financial Institution,Retail,Low,US,0,0,0,0,0,0.0
701,"Mcmillan, Snyder and Myers",NGO,Real Estate,Medium,CH,0,0,0,0,0,0.5
702,"Martin, Taylor and Martin",NGO,NGO/Charity,High,IN,0,0,0,0,0,0.5
703,Harrison-Anthony,NGO,Defense/Arms,High,SD,0,0,0,1,1,0.5
704,Miller-Smith,Financial Institution,Retail,Low,LB,0,0,0,0,0,0.0
705,"Perez, Perez and Whitehead",Individual,Financial Services,Medium,AF,0,0,0,0,1,0.0
706,Dillon Inc,Corporate,Import/Export,Medium,UK,0,0,0,0,0,0.0
707,Johnson-Diaz,NGO,NGO/Charity,High,SY,0,0,0,1,0,0.0
708,Powell-Clark,Corporate,Energy/Oil,High,CN,0,0,0,0,1,1.0
709,Roth PLC,Financial Institution,Energy/Oil,High,VE,1,0,0,1,1,0.0
710,Walter and Sons,Financial Institution,Casino/Gambling,High,AF,0,0,0,0,0,0.0
711,Allen Group,NGO,Financial Services,Medium,AU,1,0,0,0,1,1.0
712,Fuentes Ltd,Individual,Financial Services,Medium,AE,0,0,0,0,1,0.0
713,Baker-Bryant,NGO,Energy/Oil,High,IR,0,0,1,1,1,0.0
714,Gallegos and Sons,NGO,Import/Export,Medium,FR,0,1,0,0,0,0.0
715,Guzman Inc,Corporate,Real Estate,Medium,FR,0,0,0,0,0,0.5
716,Torres-Hernandez,NGO,Defense/Arms,High,IR,0,0,1,1,1,0.0
717,Jones-Atkinson,NGO,Casino/Gambling,High,LB,0,0,0,0,0,0.5
718,Martin-Moore,Financial Institution,Consulting,Low,FR,0,0,0,0,0,0.0
719,"Fuller, Pearson and Burns",NGO,Import/Export,Medium,CN,0,0,0,0,0,0.5
720,Reid-Alvarez,Financial Institution,Import/Export,Medium,CN,0,0,0,0,0,0.0
721,Russell Ltd,Corporate,NGO/Charity,High,IN,0,0,0,0,0,0.0
722,Sutton LLC,NGO,NGO/Charity,High,JP,0,0,0,0,0,0.0
723,Reynolds Inc,Financial Institution,Real Estate,Medium,CN,0,0,0,0,0,0.0
724,Powell Inc,Corporate,Defense/Arms,High,FR,0,0,0,0,1,1.0
725,Sanchez Ltd,NGO,Defense/Arms,High,US,0,0,0,0,1,0.5
726,Williams-Davis,Financial Institution,Import/Export,Medium,LB,0,0,0,0,0,0.0
727,Anderson-Rivera,NGO,Casino/Gambling,High,SD,0,0,0,1,0,0.0
728,Fernandez-Bush,NGO,Retail,Low,IN,0,0,0,0,0,0.0
729,"Morris, Sims and Edwards",Individual,Crypto Exchange,High,SG,0,0,0,0,0,0.0
730,Myers and Sons,NGO,Financial Services,Medium,UK,0,0,0,0,1,1.0
731,Davis Inc,Financial Institution,Consulting,Low,SY,1,1,0,1,0,0.0
732,Wright-Vance,Corporate,Tech,Low,FR,0,0,0,0,0,0.0
733,Henderson-Eaton,Individual,Consulting,Low,KP,0,0,1,1,0,0.0
734,"Farley, Foley and Dodson",Financial Institution,Financial Services,Medium,UK,1,0,0,0,1,0.0
735,"Porter, Allen and Hartman",Individual,Import/Export,Medium,AF,0,0,0,0,0,0.0
736,Williams-Diaz,Corporate,NGO/Charity,High,NL,0,0,0,0,0,0.5
737,French PLC,Individual,Retail,Low,SD,0,0,0,1,0,0.0
738,"Travis, Turner and Henderson",Individual,Import/Export,Medium,CN,0,0,0,0,0,0.0
739,Reed-Knight,Individual,Consulting,Low,AE,0,0,0,0,0,0.0
740,Mcbride Group,Individual,Real Estate,Medium,SG,0,0,0,0,0,0.0
741,"Jensen, Bell and Fischer",Corporate,Defense/Arms,High,SY,0,0,0,1,1,1.0
742,Dodson-Reynolds,NGO,Financial Services,Medium,CH,0,0,0,0,1,0.0
743,Alexander-Mckenzie,Individual,Crypto Exchange,High,RU,0,0,0,1,0,0.0
744,"Keller, Rosario and Moore",Financial Institution,Financial Services,Medium,CA,0,0,0,0,1,0.0
745,"Munoz, Anderson and Rios",NGO,Retail,Low,UK,0,0,0,0,0,0.0
746,Martin-Phillips,Financial Institution,Casino/Gambling,High,CH,0,0,0,0,0,0.0
747,"Hartman, Nelson and Burns",Individual,Financial Services,Medium,AF,0,0,0,0,1,0.0
748,"Herrera, Reynolds and Stuart",Corporate,Real Estate,Medium,AU,1,0,0,0,0,0.0
749,Miller-Shaffer,Financial Institution,Energy/Oil,High,NL,0,0,0,0,1,0.0
750,Day and Sons,NGO,Casino/Gambling,High,FR,0,0,0,0,0,0.5
751,Choi-Short,Corporate,Import/Export,Medium,RU,0,1,0,1,0,1.0
752,Foster Ltd,Corporate,Casino/Gambling,High,RU,0,0,0,1,0,0.0
753,Smith and Sons,Individual,Real Estate,Medium,JP,0,0,0,0,0,0.0
754,Watts and Sons,NGO,Real Estate,Medium,KP,0,0,1,1,0,0.0
755,"Ferguson, Edwards and Smith",Individual,Tech,Low,CN,0,0,0,0,0,0.0
756,Cook-Malone,Individual,Casino/Gambling,High,AE,0,0,0,0,0,0.0
757,Walter-Leonard,Corporate,Energy/Oil,High,JP,1,0,0,0,1,0.0
758,Small PLC,NGO,Casino/Gambling,High,IN,0,0,0,0,0,1.0
759,Murphy LLC,Corporate,Casino/Gambling,High,NL,0,0,0,0,0,0.0
760,"Myers, Guzman and Barrett",Corporate,Defense/Arms,High,AE,0,0,0,0,1,0.0
761,Collier-Wright,NGO,Consulting,Low,US,0,0,0,0,0,0.5
762,Roberts LLC,Individual,Retail,Low,CA,0,0,0,0,0,0.0
763,"Rogers, Wilson and Gutierrez",NGO,NGO/Charity,High,LB,0,0,0,0,0,0.0
764,"Bishop, Anderson and Gibbs",NGO,Crypto Exchange,High,SY,0,0,0,1,0,0.0
765,Moyer Ltd,Corporate,NGO/Charity,High,AU,0,0,0,0,0,0.0
766,Mathews PLC,Financial Institution,Energy/Oil,High,IN,0,0,0,0,1,0.0
767,Harris-Dixon,Individual,NGO/Charity,High,FR,0,0,0,0,0,0.0
768,Thomas-Martin,Individual,Tech,Low,CH,0,1,0,0,0,0.0
769,Thornton LLC,Financial Institution,Energy/Oil,High,AU,0,0,0,0,1,0.0
770,Barrett-Hernandez,Individual,Crypto Exchange,High,US,0,0,0,0,0,0.0
771,Moore-Roach,Corporate,Tech,Low,KP,0,0,1,1,0,0.0
772,Clark-Brown,Financial Institution,Casino/Gambling,High,SY,0,0,0,1,0,0.0
773,Reyes-Bennett,Individual,NGO/Charity,High,AF,0,0,0,0,0,0.0
774,Todd Group,Financial Institution,Financial Services,Medium,US,0,0,0,0,1,0.0
775,"Kelly, Garcia and Thompson",Corporate,Import/Export,Medium,AU,0,0,0,0,0,0.0
776,"Young, George and Erickson",Financial Institution,Consulting,Low,CN,0,0,0,0,0,0.0
777,Moody-Petersen,Individual,Consulting,Low,DE,0,0,0,0,0,0.0
778,"Flynn, Bowman and Stewart",Individual,Consulting,Low,FR,0,0,0,0,0,0.0
779,"Alvarado, Taylor and Black",Individual,Defense/Arms,High,FR,0,0,0,0,1,0.0
780,Huerta-Black,NGO,Real Estate,Medium,CN,0,0,0,0,0,0.0
781,Norris Ltd,Individual,Crypto Exchange,High,RU,0,0,0,1,0,0.0
782,"Holmes, Peters and Fischer",NGO,NGO/Charity,High,AF,0,0,0,0,0,0.0
783,Ford LLC,Individual,Financial Services,Medium,IN,0,0,0,0,1,0.0
784,"Pruitt, Johnson and Miranda",Financial Institution,NGO/Charity,High,FR,0,0,0,0,0,0.0
785,Robinson Inc,Financial Institution,Import/Export,Medium,NL,0,0,0,0,0,0.0
786,Walker and Sons,Financial Institution,Import/Export,Medium,SY,0,0,0,1,0,0.0
787,Nguyen PLC,NGO,Energy/Oil,High,CA,0,0,0,0,1,0.0
788,Gibson Group,Corporate,Crypto Exchange,High,AE,0,0,0,0,0,0.0
789,"Curtis, Vargas and Taylor",NGO,Defense/Arms,High,US,0,0,0,0,1,0.0
790,"Martinez, Miller and Bridges",Corporate,Energy/Oil,High,SD,0,0,0,1,1,1.0
791,"Khan, Rogers and Bell",NGO,Retail,Low,AE,0,0,0,0,0,0.0
792,"Carroll, Keller and Cardenas",Financial Institution,Financial Services,Medium,NL,0,0,0,0,1,0.0
793,"Hunt, Chung and Stone",Corporate,Casino/Gambling,High,SD,0,0,0,1,0,0.0
794,"Kirk, Lin and Mcfarland",Financial Institution,Energy/Oil,High,FR,0,0,0,0,1,0.0
795,"Anderson, Alexander and Clark",Individual,NGO/Charity,High,VE,0,0,0,1,0,0.0
796,Hernandez and Sons,Individual,Retail,Low,US,0,0,0,0,0,0.0
797,Tucker Group,NGO,Consulting,Low,SD,0,0,0,1,0,0.0
798,Brown-Baker,NGO,NGO/Charity,High,JP,0,0,0,0,0,0.0
799,Jackson Inc,NGO,Financial Services,Medium,AU,0,0,0,0,1,0.5
800,"Banks, Henry and Mckinney",NGO,Import/Export,Medium,CN,0,0,0,0,0,0.0
801,Evans-Kerr,Financial Institution,Crypto Exchange,High,JP,0,0,0,0,0,0.0
802,"Thomas, Henry and Miller",Individual,Casino/Gambling,High,FR,0,0,0,0,0,0.0
803,Dean-Potter,Financial Institution,Retail,Low,LB,0,0,0,0,0,0.0
804,"Atkins, Bass and Greene",Corporate,NGO/Charity,High,SD,0,0,0,1,0,0.5
805,Gentry and Sons,Corporate,Consulting,Low,VE,0,0,0,1,0,0.0
806,"Hayden, Martin and Jordan",Individual,Crypto Exchange,High,AF,0,0,0,0,0,0.0
807,"King, Rivera and Harrison",Individual,Defense/Arms,High,CN,0,0,0,0,1,0.0
808,"Huffman, Hudson and Evans",NGO,Import/Export,Medium,SY,0,0,0,1,0,0.0
809,Perry-Murphy,NGO,Energy/Oil,High,AU,0,0,0,0,1,0.5
810,"Clark, Taylor and Green",Individual,Energy/Oil,High,DE,1,0,0,0,1,0.0
811,"Frye, Strong and Edwards",Individual,Casino/Gambling,High,SD,0,0,0,1,0,0.0
812,Norton PLC,Corporate,Retail,Low,JP,0,0,0,0,0,1.0
813,"Rogers, Moore and Daniels",NGO,Crypto Exchange,High,AE,0,0,0,0,0,0.0
814,Foster LLC,Individual,Financial Services,Medium,SG,0,0,0,0,1,0.0
815,Scott Group,Corporate,Casino/Gambling,High,VE,0,0,0,1,0,1.0
816,Carey Group,Corporate,Energy/Oil,High,JP,0,0,0,0,1,0.0
817,"Barton, Ortiz and Johnson",Financial Institution,Consulting,Low,VE,0,0,0,1,0,0.0
818,"Mcdonald, Chang and Wilson",Financial Institution,Crypto Exchange,High,IR,0,0,1,1,0,0.0
819,Finley-Higgins,Corporate,Crypto Exchange,High,FR,0,0,0,0,0,0.0
820,"Chavez, Johnston and Hicks",Corporate,Energy/Oil,High,VE,0,0,0,1,1,0.0
821,Ford-Wood,NGO,Casino/Gambling,High,RU,0,0,0,1,0,0.0
822,Snyder PLC,NGO,Import/Export,Medium,LB,0,1,0,0,0,0.0
823,Thomas Group,Corporate,Import/Export,Medium,SD,0,0,0,1,0,0.0
824,Nelson-Hart,Corporate,Crypto Exchange,High,CA,1,0,0,0,0,0.0
825,Fields-Diaz,Individual,Tech,Low,US,0,0,0,0,0,0.0
826,Clark Group,NGO,Retail,Low,AF,0,0,0,0,0,0.5
827,Tucker-Wright,NGO,Energy/Oil,High,CN,0,0,0,0,1,0.0
828,Allen Ltd,Corporate,Tech,Low,VE,0,1,0,1,0,0.0
829,Ortiz-Hernandez,Financial Institution,Casino/Gambling,High,VE,0,0,0,1,0,0.0
830,Yang PLC,Corporate,Retail,Low,DE,0,0,0,0,0,0.5
831,Rivera-Lopez,Individual,Consulting,Low,CA,0,0,0,0,0,0.0
832,Brown LLC,NGO,Crypto Exchange,High,SD,0,1,0,1,0,0.0
833,Jones-Dyer,Financial Institution,Real Estate,Medium,DE,0,0,0,0,0,0.0
834,Harmon-Kennedy,Financial Institution,Consulting,Low,NL,1,0,0,0,0,0.0
835,Castaneda-Carter,Individual,Crypto Exchange,High,FR,0,0,0,0,0,0.0
836,Gomez-Jackson,Financial Institution,Import/Export,Medium,IR,0,0,1,1,0,0.0
837,Jensen and Sons,NGO,Real Estate,Medium,VE,0,1,0,1,0,0.0
838,Johnston and Sons,NGO,Defense/Arms,High,CA,1,0,0,0,1,0.0
839,Hall and Sons,NGO,NGO/Charity,High,CA,0,0,0,0,0,0.0
840,"Garcia, Johnson and Davis",Corporate,Import/Export,Medium,CN,1,0,0,0,0,0.0
841,Riggs PLC,Corporate,Retail,Low,DE,0,0,0,0,0,0.0
842,"Diaz, Morrison and Brown",NGO,Import/Export,Medium,VE,0,0,0,1,0,0.0
843,"Bradshaw, Cook and Richardson",Financial Institution,Energy/Oil,High,RU,0,0,0,1,1,0.0
844,Barnes-Carter,Financial Institution,Energy/Oil,High,CH,0,0,0,0,1,0.0
845,Brown Inc,Individual,Casino/Gambling,High,NL,1,0,0,0,0,0.0
846,Harrison Ltd,Individual,Real Estate,Medium,SD,0,0,0,1,0,0.0
847,Johnson and Sons,Individual,Casino/Gambling,High,LB,0,0,0,0,0,0.0
848,Lucas Ltd,Financial Institution,Real Estate,Medium,VE,0,0,0,1,0,0.0
849,Nunez Ltd,Financial Institution,Financial Services,Medium,KP,0,0,1,1,1,0.0
850,"Murphy, Brown and Johnson",Individual,Import/Export,Medium,RU,0,0,0,1,0,0.0
851,Stone Ltd,Financial Institution,Import/Export,Medium,CA,0,0,0,0,0,0.0
852,Mcintosh Group,Individual,Defense/Arms,High,AE,0,0,0,0,1,0.0
853,Morse PLC,Individual,Real Estate,Medium,SY,0,0,0,1,0,0.0
854,Green-Miller,Individual,Import/Export,Medium,DE,0,0,0,0,0,0.0
855,"Dean, Spence and Porter",Corporate,Defense/Arms,High,AF,1,0,0,0,1,0.5
856,"Brown, Erickson and Hill",Financial Institution,NGO/Charity,High,IN,0,0,0,0,0,0.0
857,"Coleman, Hall and Lewis",Individual,NGO/Charity,High,CA,0,0,0,0,0,0.0
858,Hamilton and Sons,Financial Institution,NGO/Charity,High,SY,0,0,0,1,0,0.0
859,Smith LLC,Individual,Financial Services,Medium,NL,0,0,0,0,1,0.0
860,"Solomon, Wells and Baxter",Individual,Crypto Exchange,High,NL,0,0,0,0,0,0.0
861,Castaneda-Thomas,Individual,Energy/Oil,High,NL,0,0,0,0,1,0.0
862,Sanders Inc,Individual,Casino/Gambling,High,SD,0,0,0,1,0,0.0
863,Brown-Adams,Financial Institution,NGO/Charity,High,JP,0,0,0,0,0,0.0
864,Roth-Peck,Corporate,NGO/Charity,High,AU,0,0,0,0,0,0.5
865,Carrillo-Wilcox,Financial Institution,Defense/Arms,High,SY,0,0,0,1,1,0.0
866,Trujillo Ltd,NGO,Crypto Exchange,High,KP,0,0,1,1,0,0.0
867,Deleon and Sons,NGO,Import/Export,Medium,UK,0,0,0,0,0,0.0
868,Smith-Rivera,NGO,Crypto Exchange,High,SD,0,0,0,1,0,1.0
869,"Smith, Larson and Roth",Corporate,Casino/Gambling,High,LB,0,0,0,0,0,0.5
870,"Jackson, Hamilton and Cantrell",Financial Institution,Retail,Low,DE,0,0,0,0,0,0.0
871,Huber PLC,NGO,NGO/Charity,High,US,0,0,0,0,0,1.0
872,Morris-Green,Individual,Financial Services,Medium,DE,1,0,0,0,1,0.0
873,Richardson-Johnson,NGO,NGO/Charity,High,DE,0,0,0,0,0,1.0
874,Sanchez-Hill,Corporate,Crypto Exchange,High,AE,0,0,0,0,0,1.0
875,Horton Group,NGO,Casino/Gambling,High,FR,0,0,0,0,0,0.0
876,Hoffman PLC,Individual,NGO/Charity,High,RU,0,0,0,1,0,0.0
877,Sanchez-Shaw,Corporate,Tech,Low,CA,0,0,0,0,0,0.5
878,Estes PLC,Corporate,Energy/Oil,High,VE,0,0,0,1,1,0.5
879,"Martin, Cain and Novak",Corporate,NGO/Charity,High,RU,0,0,0,1,0,0.0
880,"Mcgee, Duffy and White",NGO,Defense/Arms,High,IN,0,0,0,0,1,0.0
881,Johnson LLC,NGO,Defense/Arms,High,CN,0,0,0,0,1,0.0
882,Washington-Austin,Financial Institution,Retail,Low,CN,0,0,0,0,0,0.0
883,Lynch Inc,NGO,Tech,Low,SD,0,0,0,1,0,1.0
884,Gonzales Ltd,Financial Institution,Energy/Oil,High,JP,1,0,0,0,1,0.0
885,Chavez Ltd,Corporate,Import/Export,Medium,US,0,0,0,0,0,0.5
886,"Rivera, Ross and Smith",Corporate,Energy/Oil,High,KP,1,0,1,1,1,1.0
887,Rodriguez Group,NGO,Real Estate,Medium,CA,0,0,0,0,0,0.0
888,James Ltd,Corporate,Import/Export,Medium,AU,0,0,0,0,0,0.0
889,Rojas-Contreras,NGO,Casino/Gambling,High,AU,0,0,0,0,0,0.0
890,Bradford Inc,Individual,Import/Export,Medium,CN,0,0,0,0,0,0.0
891,Aguirre LLC,Financial Institution,NGO/Charity,High,AF,1,0,0,0,0,0.0
892,Wilson LLC,Corporate,NGO/Charity,High,LB,0,0,0,0,0,0.0
893,Arnold PLC,Corporate,Retail,Low,CH,0,0,0,0,0,0.5
894,"Price, Ruiz and Douglas",Individual,Crypto Exchange,High,JP,0,0,0,0,0,0.0
895,"Williams, Wagner and Shields",Corporate,Real Estate,Medium,CH,0,0,0,0,0,0.0
896,Hurley Ltd,Individual,Retail,Low,AU,0,0,0,0,0,0.0
897,"Miller, Johnson and Smith",Corporate,Crypto Exchange,High,LB,0,0,0,0,0,0.0
898,Graham-Murphy,NGO,Financial Services,Medium,CA,0,0,0,0,1,0.0
899,"Wells, Murray and Brown",Corporate,Real Estate,Medium,CH,0,0,0,0,0,0.0
900,Jackson and Sons,Corporate,Financial Services,Medium,CA,0,0,0,0,1,0.0
901,"Perez, Graham and Stevens",Financial Institution,Financial Services,Medium,KP,0,0,1,1,1,0.0
902,Winters and Sons,Individual,Import/Export,Medium,LB,0,0,0,0,0,0.0
903,Allen Ltd,Corporate,Consulting,Low,SG,0,0,0,0,0,0.0
904,Sanchez Ltd,Financial Institution,Defense/Arms,High,CN,0,0,0,0,1,0.0
905,Fleming Group,Financial Institution,Financial Services,Medium,IN,0,0,0,0,1,0.0
906,Cole LLC,Financial Institution,NGO/Charity,High,IR,0,0,1,1,0,0.0
907,Maldonado LLC,Financial Institution,Consulting,Low,FR,0,0,0,0,0,0.0
908,Holder-Martinez,Corporate,NGO/Charity,High,FR,1,0,0,0,0,0.0
909,"Martinez, Griffith and Gentry",NGO,Energy/Oil,High,VE,0,0,0,1,1,1.0
910,Sandoval-Holt,Corporate,Import/Export,Medium,RU,0,0,0,1,0,0.0
911,Macias-Riggs,Financial Institution,Crypto Exchange,High,VE,0,1,0,1,0,0.0
912,Castillo and Sons,Corporate,Financial Services,Medium,UK,0,0,0,0,1,0.0
913,Henry-Torres,NGO,Real Estate,Medium,JP,0,0,0,0,0,0.0
914,Thompson-Santos,NGO,NGO/Charity,High,CN,0,0,0,0,0,1.0
915,Thomas-Matthews,Corporate,Consulting,Low,IR,0,0,1,1,0,0.5
916,Mendez PLC,Corporate,Financial Services,Medium,SD,0,0,0,1,1,0.0
917,Khan-Skinner,NGO,Defense/Arms,High,JP,0,0,0,0,1,1.0
918,"Burns, Morgan and Mendoza",Individual,Consulting,Low,CH,0,0,0,0,0,0.0
919,Roberson-Thompson,NGO,Crypto Exchange,High,CA,0,0,0,0,0,0.0
920,"Morgan, Smith and Williams",Individual,Energy/Oil,High,NL,0,0,0,0,1,0.0
921,Roberts-Russell,Financial Institution,NGO/Charity,High,CN,0,0,0,0,0,0.0
922,Manning and Sons,NGO,Defense/Arms,High,IN,0,0,0,0,1,0.5
923,Henry Inc,NGO,Financial Services,Medium,JP,0,0,0,0,1,0.0
924,Rice-Johnson,NGO,Import/Export,Medium,CH,0,0,0,0,0,0.0
925,Reed-Hahn,Financial Institution,Financial Services,Medium,SD,0,0,0,1,1,0.0
926,Long Inc,Financial Institution,Casino/Gambling,High,KP,0,0,1,1,0,0.0
927,"Alvarado, Morton and Spencer",Corporate,Financial Services,Medium,SY,1,0,0,1,1,0.0
928,Chavez-Whitehead,Individual,Energy/Oil,High,IR,0,0,1,1,1,0.0
929,"Evans, Torres and Lewis",Financial Institution,Import/Export,Medium,NL,0,0,0,0,0,0.0
930,"Carter, Cook and Joseph",Individual,NGO/Charity,High,NL,0,0,0,0,0,0.0
931,"Walsh, Taylor and Matthews",Corporate,Consulting,Low,NL,0,0,0,0,0,1.0
932,Lopez-Gonzalez,Corporate,Casino/Gambling,High,IN,0,0,0,0,0,0.0
933,"Brown, Smith and Gutierrez",Corporate,Defense/Arms,High,KP,0,0,1,1,1,1.0
934,"Nelson, Bird and West",NGO,Casino/Gambling,High,KP,0,0,1,1,0,0.0
935,"Bradford, Reese and Chambers",Financial Institution,Financial Services,Medium,FR,0,0,0,0,1,0.0
936,Bennett-Johnson,Individual,Real Estate,Medium,IN,0,0,0,0,0,0.0
937,Evans-Turner,Financial Institution,Consulting,Low,JP,0,0,0,0,0,0.0
938,Lopez PLC,Individual,Defense/Arms,High,DE,0,0,0,0,1,0.0
939,Hall-Gonzalez,Financial Institution,Defense/Arms,High,JP,0,0,0,0,1,0.0
940,"Arnold, Davis and Spencer",Financial Institution,Crypto Exchange,High,NL,0,0,0,0,0,0.0
941,Smith-Thompson,NGO,Real Estate,Medium,SG,0,0,0,0,0,0.0
942,"Perkins, Jackson and Church",Individual,Import/Export,Medium,CA,0,0,0,0,0,0.0
